"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"8 Nov 2023 08:21:25 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0.84","-0.84"
"8 Nov 2023 08:21:25 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.52","-2.52"
"8 Nov 2023 08:21:28 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-7.98","-7.98"
"8 Nov 2023 08:21:35 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.10","-2.10"
"8 Nov 2023 08:21:35 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-8.40","-8.40"
"8 Nov 2023 08:21:43 UTC","20953658482","FBA Inventory Fee","231101WZK","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0.42","-0.42"
"8 Nov 2023 15:23:32 UTC","20953658482","FBA Inventory Fee","2a/ZXHlLBb","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0.58","-0.58"
"20 Nov 2023 15:24:56 UTC","21051250602","FBA Inventory Fee","23111315P1","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1.26","-1.26"
"20 Nov 2023 15:24:59 UTC","21051250602","FBA Inventory Fee","23111315P1","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-5.46","-5.46"
"22 Nov 2023 10:40:34 UTC","21051250602","FBA Inventory Fee","231122SAO","","FBA Return Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0.42","-0.42"
